Unnamed: 0,Unnamed: 1,Channel,Watch time (mins),Stream time (mins),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Status,Mature,Language,URL
36,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Quin69,1411312050,176655,22694,7988,950819,76847,19191344.0,Partner,False,English,https://www.twitch.tv/quin69
37,https://static-cdn.jtvnw.net/jtv_user_pictures/912232e8-9e53-4fb7-aac4-14aed07869ca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,pokimane,1394253495,62610,112160,22268,9457627,3181718,60372864.0,Partner,False,English,https://www.twitch.tv/pokimane
38,https://static-cdn.jtvnw.net/jtv_user_pictures/401068e0-820a-4d9f-9e7c-1e5563398458-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,nl_Kripp,1383436815,156690,36027,8828,1519568,50257,18620329.0,Partner,False,English,https://www.twitch.tv/nl_kripp
39,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,Gorgc,1354764555,142620,56449,9498,774286,129394,22442012.0,Partner,False,English,https://www.twitch.tv/gorgc
40,https://static-cdn.jtvnw.net/jtv_user_pictures/feea7bcc-6e6c-489d-9a58-20058fc8be7a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Sykkuno,1325795070,96660,104187,13715,3785931,2201662,26741138.0,Partner,False,English,https://www.twitch.tv/sykkuno
41,https://static-cdn.jtvnw.net/jtv_user_pictures/d57c5237-ca9d-432c-9560-d5e62b28ce80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,AdmiralBahroo,1324994715,148080,34541,8947,843917,61539,14148321.0,Partner,False,English,https://www.twitch.tv/admiralbahroo
42,https://static-cdn.jtvnw.net/jtv_user_pictures/3abf196b-0d2f-44f3-93b2-e5121219899f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ONSCREEN,1286649990,144015,88516,8933,873421,665664,27892584.0,Partner,False,English,https://www.twitch.tv/onscreen
43,https://static-cdn.jtvnw.net/jtv_user_pictures/941b4ebc-23c9-4bee-893c-ac636a11ef4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,dasMEHDI,1286256225,246720,47683,5213,463653,84555,8492805.0,Partner,True,English,https://www.twitch.tv/dasmehdi
44,https://static-cdn.jtvnw.net/jtv_user_pictures/694247cc-a141-4f2b-93cc-02687d045399-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,sneakylol,1283476395,218475,22399,5874,1726409,136163,19090096.0,Partner,False,English,https://www.twitch.tv/sneakylol
45,https://static-cdn.jtvnw.net/jtv_user_pictures/f170344d-7a60-47fa-8be6-a74e803fcf12-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,BeyondTheSummit,1279114110,507810,65878,2518,1172951,77976,42667523.0,Partner,False,English,https://www.twitch.tv/beyondthesummit
46,https://static-cdn.jtvnw.net/jtv_user_pictures/6c5ba4a1-5c61-4ff6-a7f4-ac791c19aef2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,TFBlade,1272145140,129390,35833,9831,1235270,339414,32188915.0,Partner,False,English,https://www.twitch.tv/tfblade
47,https://static-cdn.jtvnw.net/jtv_user_pictures/72a69c72-14b9-4be8-b8cb-802bc3e5f8ed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,DrDisrespect,1241722230,44280,66836,28042,4450718,545906,27637218.0,Partner,False,English,https://www.twitch.tv/drdisrespect
48,https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,forsen,1220588490,104775,56262,11649,1784606,219230,18996092.0,Partner,False,English,https://www.twitch.tv/forsen
49,https://static-cdn.jtvnw.net/jtv_user_pictures/f7d41bcc-5e5c-48b1-a2fd-a963c45b66a1-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,Bugha,1204613835,97845,62529,12310,5489387,2350047,41152860.0,Partner,False,English,https://www.twitch.tv/bugha
50,https://static-cdn.jtvnw.net/jtv_user_pictures/yassuo-profile_image-cfd7ef046e50e94b-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Yassuo,1176158220,112110,70587,10490,1997969,582206,31155313.0,Partner,False,English,https://www.twitch.tv/yassuo
1,https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,xQc,16355625675,218100,175453,74991,12520525,2496466,221231390.0,Partner,False,English,https://www.twitch.tv/xqc
2,https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,summit1g,5508843420,216870,106801,25401,6401532,291068,74516866.0,Partner,False,English,https://www.twitch.tv/summit1g
3,https://static-cdn.jtvnw.net/jtv_user_pictures/c754eebf-745b-4e0a-814a-10bcaecaabbc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,shroud,5097450900,150975,340617,33763,11300789,1191248,125009176.0,Partner,False,English,https://www.twitch.tv/shroud
4,https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,HasanAbi,4934399820,181320,223056,27213,3059503,885087,54284621.0,Partner,False,English,https://www.twitch.tv/hasanabi
5,https://static-cdn.jtvnw.net/jtv_user_pictures/b04e20be-6c0b-4379-b163-7f9a928e03f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,NICKMERCS,4822221525,114660,371609,42056,6766464,1424950,66218881.0,Partner,False,English,https://www.twitch.tv/nickmercs
6,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,loltyler1,4605786840,160485,98136,28699,5496662,723978,75783827.0,Partner,False,English,https://www.twitch.tv/loltyler1
7,https://static-cdn.jtvnw.net/jtv_user_pictures/c1ecbcd5-b8b6-4e0c-9d5f-e01d610aa97d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ESLCS,4493018730,491835,267681,9135,6807320,788238,140684539.0,Partner,False,English,https://www.twitch.tv/eslcs
8,https://static-cdn.jtvnw.net/jtv_user_pictures/f067a235-27d9-415d-b25f-15387d7c972e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,RanbooLive,4072643340,54105,346132,75273,4272591,3538030,61090108.0,Partner,False,English,https://www.twitch.tv/ranboolive
9,https://static-cdn.jtvnw.net/jtv_user_pictures/feea7bcc-6e6c-489d-9a58-20058fc8be7a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Sykkuno,3628816335,111180,108251,32639,3785931,1620075,63181498.0,Partner,False,English,https://www.twitch.tv/sykkuno
10,https://static-cdn.jtvnw.net/jtv_user_pictures/ab4a35d8-8008-41b8-b0e5-db622e4c0a6f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ROSHTEIN,3598748400,197220,67600,18247,1041742,395159,43754957.0,Community,True,English,https://www.twitch.tv/roshtein
11,https://static-cdn.jtvnw.net/jtv_user_pictures/35b02a12-d516-499e-90f8-7899f136fa18-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,riotgames,3499326975,92535,854781,37816,7358758,1031458,72611631.0,Partner,False,English,https://www.twitch.tv/riotgames
12,https://static-cdn.jtvnw.net/jtv_user_pictures/bde8aaf5-35d4-4503-9797-842401da900f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Ludwig,3403334985,121200,201268,28080,3651851,1851104,73276448.0,Partner,False,English,https://www.twitch.tv/ludwig
13,https://static-cdn.jtvnw.net/jtv_user_pictures/a28b0d37-81d0-415a-8ed8-1a1f998ea26d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Fextralife,3340547250,173925,158719,19206,1600214,384784,580477074.0,Partner,False,English,https://www.twitch.tv/fextralife
14,https://static-cdn.jtvnw.net/jtv_user_pictures/1f47965f-7961-4b64-ad6f-71808d7d7fe9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Trainwreckstv,3272153955,153795,77207,21275,2241071,544482,42630880.0,Partner,True,English,https://www.twitch.tv/trainwreckstv
15,https://static-cdn.jtvnw.net/jtv_user_pictures/10c197cb-295f-4d40-8a6c-26a0a5da22ee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,AdinRoss,3147516030,61860,254923,50881,7027192,4763772,38706901.0,Partner,False,English,https://www.twitch.tv/adinross
16,https://static-cdn.jtvnw.net/jtv_user_pictures/c02fd1f5-a521-4649-982b-e86f6f10bc23-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,buddha,3020676705,198270,68818,15235,871919,445784,40432875.0,Partner,True,English,https://www.twitch.tv/buddha
17,https://static-cdn.jtvnw.net/jtv_user_pictures/38bcb747-1d2e-42c0-ad59-6f11fa5e8c86-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,RocketLeague,2974523670,45990,205975,64677,4852987,1145922,116443269.0,Partner,False,English,https://www.twitch.tv/rocketleague
18,https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,sodapoppin,2962538655,141030,86872,21006,8966121,-2809445,42823108.0,Partner,False,English,https://www.twitch.tv/sodapoppin
19,https://static-cdn.jtvnw.net/jtv_user_pictures/0b0601ac-1ec9-4d63-89a4-f8d3d14e6e78-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Mizkif,2789687835,103665,191849,26910,2156606,786122,49876012.0,Partner,False,English,https://www.twitch.tv/mizkif
20,https://static-cdn.jtvnw.net/jtv_user_pictures/8dcaf96d-68ee-4fc6-bfdc-fdfc564e134a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LVNDMARK,2761946745,213105,142160,12960,1483913,386098,35297332.0,Partner,False,English,https://www.twitch.tv/lvndmark
21,https://static-cdn.jtvnw.net/jtv_user_pictures/asmongold-profile_image-f7ddcbd0332f5d28-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Asmongold,2699178570,49755,213209,54249,3430784,514168,42767204.0,Partner,False,English,https://www.twitch.tv/asmongold
22,https://static-cdn.jtvnw.net/jtv_user_pictures/34c5c8da-19b6-47b2-85ba-cc7ae87f1413-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,VALORANT,2654402250,108615,344755,24438,4866540,1924980,92029947.0,Partner,False,English,https://www.twitch.tv/valorant
23,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LIRIK,2575063920,119025,85145,21634,2996817,148773,39427076.0,Partner,False,English,https://www.twitch.tv/lirik
24,https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,TimTheTatman,2549929275,69660,152188,36605,7612246,1069261,38011211.0,Partner,False,English,https://www.twitch.tv/timthetatman
25,https://static-cdn.jtvnw.net/jtv_user_pictures/929b9591-07c5-4adb-adf0-5f0897332391-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Rainbow6,2454690000,79800,133159,30760,3249894,557368,41837411.0,Partner,False,English,https://www.twitch.tv/rainbow6
26,https://static-cdn.jtvnw.net/jtv_user_pictures/7f349bf3-ada7-4486-a0f1-a6e055b68fca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,AMOURANTH,2326154430,237780,33925,9782,6057576,3003574,200846725.0,Partner,False,English,https://www.twitch.tv/amouranth
27,https://static-cdn.jtvnw.net/jtv_user_pictures/b470b382-2bd7-489f-9755-1af47d0b0f6f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LEC,2308908945,49860,381750,46307,2109683,461426,40792574.0,Partner,False,English,https://www.twitch.tv/lec
28,https://static-cdn.jtvnw.net/jtv_user_pictures/8f89b1cc-4c97-4e2b-a6d8-b288f3963bc5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Castro_1021,2249650815,90735,163910,24793,3716579,651492,27424211.0,Partner,False,English,https://www.twitch.tv/castro_1021
29,https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Quin69,2171236395,186855,44153,11620,950819,67579,25007062.0,Partner,False,English,https://www.twitch.tv/quin69
30,https://static-cdn.jtvnw.net/jtv_user_pictures/3c3396bb-67d9-480c-95e5-2970a1f2aed4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LCS,2078664720,67335,213131,30870,1967330,379375,41281104.0,Partner,False,English,https://www.twitch.tv/lcs
31,https://static-cdn.jtvnw.net/jtv_user_pictures/905af69a-4fd8-42c7-b842-bf4ee4d51b3b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Tubbo,2028346665,37440,342198,54175,5233697,3101269,43777796.0,Partner,False,English,https://www.twitch.tv/tubbo
32,https://static-cdn.jtvnw.net/jtv_user_pictures/6d306649-dd15-4db8-82d8-655694ba692f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ImperialHal__,2021907555,123285,82578,16400,2097677,739598,38097765.0,Partner,False,English,https://www.twitch.tv/imperialhal__
33,https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,MOONMOON,1980879150,116265,43512,17037,1183323,89562,16358520.0,Partner,False,English,https://www.twitch.tv/moonmoon
34,https://static-cdn.jtvnw.net/jtv_user_pictures/c77578ad-30c0-47dd-b3a5-d0a51bc1a3ea-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Ramee,1929913890,178755,42298,10796,594308,332461,30141757.0,Partner,False,English,https://www.twitch.tv/ramee
35,https://static-cdn.jtvnw.net/jtv_user_pictures/647b139f-4cd1-4a6f-9dc2-40113781bf15-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,RatedEpicz,1847269260,145620,70132,12685,449789,329054,28851009.0,Partner,True,English,https://www.twitch.tv/ratedepicz
36,https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,CohhCarnage,1811001555,174315,38808,10389,1714648,71290,30675300.0,Partner,False,English,https://www.twitch.tv/cohhcarnage
37,https://static-cdn.jtvnw.net/jtv_user_pictures/f1e8adff-7097-4513-ab5c-e6f0f4ca44d2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Swagg,1789219020,106575,96388,16788,2387538,777939,24060853.0,Partner,False,English,https://www.twitch.tv/swagg
38,https://static-cdn.jtvnw.net/jtv_user_pictures/d5a4b94c-5f59-4136-9e00-3311b06fdc63-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,BLASTPremier,1782315000,41085,270934,43381,2350285,492916,50047369.0,Partner,False,English,https://www.twitch.tv/blastpremier
39,https://static-cdn.jtvnw.net/jtv_user_pictures/f65f290a-d37e-4c33-bc74-de6049eddf55-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Tfue,1746993825,136950,47501,12756,11537464,1005386,43825521.0,Partner,False,English,https://www.twitch.tv/tfue
40,https://static-cdn.jtvnw.net/jtv_user_pictures/6d33e15c-f918-468f-9a29-f56399786532-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Pestily,1744468275,163110,244422,10695,1480663,347392,26358796.0,Partner,False,English,https://www.twitch.tv/pestily
41,https://static-cdn.jtvnw.net/jtv_user_pictures/b3fc1f16-0818-4121-8711-c31b9469bc21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,GamesDoneQuick,1706462205,122085,141291,13977,2071075,92056,51129011.0,Partner,False,English,https://www.twitch.tv/gamesdonequick
42,https://static-cdn.jtvnw.net/jtv_user_pictures/3c7e4307-f540-4415-84b3-513ce143f0ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Aydan,1676087775,157905,54655,10614,3196123,798085,28192235.0,Partner,False,English,https://www.twitch.tv/aydan
43,https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,forsen,1635285600,118965,44008,13746,1784606,147784,24955449.0,Partner,False,English,https://www.twitch.tv/forsen
44,https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,Gorgc,1598000565,124680,46416,12816,774286,111195,24566759.0,Partner,False,English,https://www.twitch.tv/gorgc
45,https://static-cdn.jtvnw.net/jtv_user_pictures/0c784204-f3aa-454f-aacc-8e304a6afc72-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Philza,1598000040,47040,162626,33971,4293125,2640225,34906717.0,Partner,False,English,https://www.twitch.tv/philza
46,https://static-cdn.jtvnw.net/jtv_user_pictures/1d41de3c-731d-41ae-b0e7-615ad74db8f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Symfuhny,1528180095,143490,38544,10650,4124272,665159,26439972.0,Partner,False,English,https://www.twitch.tv/symfuhny
47,https://static-cdn.jtvnw.net/jtv_user_pictures/d0bd11ee-bd2e-4143-9171-b0b85875a94a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LCK,1501827285,36555,305797,41084,2061479,293359,33533851.0,Partner,False,English,https://www.twitch.tv/lck
48,https://static-cdn.jtvnw.net/jtv_user_pictures/48cb9093-a729-418e-ae3a-347c2b814ee6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,tommyinnit,1484800815,9030,650237,164430,7253025,4292049,38830171.0,Partner,False,English,https://www.twitch.tv/tommyinnit
49,https://static-cdn.jtvnw.net/jtv_user_pictures/ae87c6fe-0028-40be-a2b8-f440d4937e8b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,SmiteGame,1475095440,361755,79597,4077,712489,87018,21504409.0,Partner,False,English,https://www.twitch.tv/smitegame
50,https://static-cdn.jtvnw.net/jtv_user_pictures/cd921fcd-53fc-4b1d-be23-0787bc36b756-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,GMHikaru,1440416370,113415,80730,12700,2007866,592444,95914582.0,Partner,False,English,https://www.twitch.tv/gmhikaru
1,https://static-cdn.jtvnw.net/jtv_user_pictures/xqc-profile_image-9298dca608632101-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,xQc,13497613410,199020,312158,67820,12520525,1718622,,Partner,False,English,https://www.twitch.tv/xqc
2,https://static-cdn.jtvnw.net/jtv_user_pictures/c1ecbcd5-b8b6-4e0c-9d5f-e01d610aa97d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ESLCS,5269920750,362205,550154,14549,6807320,750476,,Partner,False,English,https://www.twitch.tv/eslcs
3,https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,HasanAbi,4920160560,152265,153661,32313,3059503,550508,,Partner,False,English,https://www.twitch.tv/hasanabi
4,https://static-cdn.jtvnw.net/jtv_user_pictures/asmongold-profile_image-f7ddcbd0332f5d28-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Asmongold,4819404090,70110,448161,68740,3430784,956072,,Partner,False,English,https://www.twitch.tv/asmongold
5,https://static-cdn.jtvnw.net/jtv_user_pictures/1f47965f-7961-4b64-ad6f-71808d7d7fe9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Trainwreckstv,4504633110,151050,70364,29822,2241071,474210,,Partner,True,English,https://www.twitch.tv/trainwreckstv
6,https://static-cdn.jtvnw.net/jtv_user_pictures/f04d2a14-8d63-4cd5-a469-7ec2cd6e5ce3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,tarik,4379248110,181680,187886,24104,3313124,1202398,,Partner,False,English,https://www.twitch.tv/tarik
7,https://static-cdn.jtvnw.net/jtv_user_pictures/99aa4739-21d6-40af-86ae-4b4d3457fce4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,summit1g,4100976765,249810,40830,16416,6401532,110485,,Partner,False,English,https://www.twitch.tv/summit1g
8,https://static-cdn.jtvnw.net/jtv_user_pictures/bf6a04cf-3f44-4986-8eed-5c36bfad542b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,KaiCenat,4063794135,83280,283245,48796,19852125,2664292,,Partner,False,English,https://www.twitch.tv/kaicenat
9,https://static-cdn.jtvnw.net/jtv_user_pictures/f3591dbe4ee3d94b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,loltyler1,3807906045,166770,74015,22833,5496662,447607,,Partner,False,English,https://www.twitch.tv/loltyler1
10,https://static-cdn.jtvnw.net/jtv_user_pictures/a28b0d37-81d0-415a-8ed8-1a1f998ea26d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Fextralife,3767350080,159360,248428,23640,1600214,494884,,Partner,False,English,https://www.twitch.tv/fextralife
11,https://static-cdn.jtvnw.net/jtv_user_pictures/10c197cb-295f-4d40-8a6c-26a0a5da22ee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,AdinRoss,3583055070,65235,266118,54925,7027192,1789900,,Partner,False,English,https://www.twitch.tv/adinross
12,https://static-cdn.jtvnw.net/jtv_user_pictures/35b02a12-d516-499e-90f8-7899f136fa18-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,riotgames,3571813410,75855,988867,47087,7358758,505593,,Partner,False,English,https://www.twitch.tv/riotgames
13,https://static-cdn.jtvnw.net/jtv_user_pictures/ab4a35d8-8008-41b8-b0e5-db622e4c0a6f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ROSHTEIN,3412720935,146205,47775,23342,1041742,245387,,Community,True,English,https://www.twitch.tv/roshtein
14,https://static-cdn.jtvnw.net/jtv_user_pictures/34c5c8da-19b6-47b2-85ba-cc7ae87f1413-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,VALORANT,3081479760,124095,281190,24831,4866540,1333623,,Partner,False,English,https://www.twitch.tv/valorant
15,https://static-cdn.jtvnw.net/jtv_user_pictures/b04e20be-6c0b-4379-b163-7f9a928e03f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,NICKMERCS,2753433435,117060,108069,23521,6766464,345470,,Partner,False,English,https://www.twitch.tv/nickmercs
16,https://static-cdn.jtvnw.net/jtv_user_pictures/c754eebf-745b-4e0a-814a-10bcaecaabbc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,shroud,2367507600,131640,93631,17984,11300789,522877,,Partner,False,English,https://www.twitch.tv/shroud
17,https://static-cdn.jtvnw.net/jtv_user_pictures/6d306649-dd15-4db8-82d8-655694ba692f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,ImperialHal__,2323859520,122205,108815,19016,2097677,508931,,Partner,False,English,https://www.twitch.tv/imperialhal__
18,https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LIRIK,2272245645,121185,52716,18750,2996817,55890,,Partner,False,English,https://www.twitch.tv/lirik
19,https://static-cdn.jtvnw.net/jtv_user_pictures/0b0601ac-1ec9-4d63-89a4-f8d3d14e6e78-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,Mizkif,2181235185,68235,122011,31966,2156606,329540,,Partner,False,English,https://www.twitch.tv/mizkif
20,https://static-cdn.jtvnw.net/jtv_user_pictures/b470b382-2bd7-489f-9755-1af47d0b0f6f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,LEC,2012751105,39930,339696,50406,2109683,261902,,Partner,False,English,https://www.twitch.tv/lec
21,https://static-cdn.jtvnw.net/jtv_user_pictures/7f349bf3-ada7-4486-a0f1-a6e055b68fca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,AMOURANTH,1946805675,222840,67949,8736,6057576,1233870,,Partner,False,English,https://www.twitch.tv/amouranth
